CNA_index	seg_index	subclone_ID	phase	change
0	3	1	B	-1
1	7	2	B	-1
2	10	2	B	1
3	13	3	B	2
4	16	3	B	1
5	20	4	A	-1
6	34	4	B	-1
7	7	5	A	-1
8	13	5	A	-1
9	25	5	B	-1
10	34	5	B	-1
11	34	6	A	1
12	32	6	B	-1
13	1	7	A	-1
14	8	7	A	3
15	16	7	B	2
16	36	7	B	-1
17	38	7	B	2
18	9	8	A	-1
19	20	8	A	-1
20	34	8	A	1
21	5	8	B	-1
22	14	8	B	2
23	12	10	A	-1
24	22	10	B	-1
25	16	12	A	-1
26	28	12	A	-1
27	28	13	B	-1
28	30	13	B	-1
29	39	13	B	-1
30	8	15	A	1
31	26	15	A	-1
32	3	15	B	-1
33	9	15	B	2
34	23	17	A	-1
35	0	17	B	-1
36	35	17	B	1
37	39	17	B	-1
38	20	20	A	-1
39	10	20	B	1
