CNA_index	seg_index	subclone_ID	phase	change
0	6	1	B	2
1	4	2	A	-1
2	5	2	A	-1
3	6	2	A	-1
4	7	3	A	-1
5	9	4	A	-1
6	8	6	A	-1
7	8	6	B	-1
8	9	7	A	-1
9	2	7	B	-1
10	4	7	B	-1
11	5	7	B	-1
12	5	8	A	-1
13	8	8	A	-1
14	1	8	B	-1
15	3	8	B	-1
16	5	8	B	-1
17	7	8	B	-1
18	9	8	B	-1
19	4	9	B	-1
20	7	9	B	-1
21	3	10	B	-1
22	0	11	A	1
23	3	11	B	-1
24	5	11	B	-1
25	1	12	B	-1
26	7	12	B	-1
27	9	12	B	-1
28	4	13	B	-1
29	5	13	B	-1
30	7	13	B	-1
31	9	14	B	-1
32	1	15	B	-1
33	4	15	B	-1
34	0	18	A	1
35	2	18	B	-1
36	5	18	B	-1
37	9	18	B	-1
38	0	19	B	-1
39	1	20	A	-1
