CNA_index	seg_index	subclone_ID	phase	change
0	5	1	B	-1
1	6	1	B	-1
2	8	1	B	1
3	0	3	A	-1
4	2	3	B	1
5	4	3	B	2
6	8	3	B	1
7	6	4	A	-1
8	8	4	A	-1
9	5	5	A	-1
10	4	7	A	-1
11	0	7	B	-1
12	2	9	B	1
13	7	9	B	-1
14	7	10	A	-1
15	8	12	A	-1
16	9	12	A	-1
17	4	12	B	1
18	7	12	B	-1
19	8	12	B	1
20	4	13	B	1
21	7	13	B	-1
22	8	13	B	1
23	7	14	A	-1
24	0	14	B	-1
25	0	15	A	-1
26	6	15	A	-1
27	8	15	A	-1
28	2	15	B	1
29	3	15	B	-1
30	4	15	B	2
31	0	17	B	-1
32	7	17	B	-1
33	8	17	B	1
34	2	19	A	-1
35	4	19	A	-1
36	1	19	B	1
37	8	19	B	1
38	9	19	B	-1
39	2	20	A	-1
