SSM_index	CNA_index
0	5
3	6
4	6
5	6
6	6
13	19
15	10
15	32
16	11
16	29
17	21
18	33
19	33
20	33
21	24
22	7
23	15
24	15
25	18
26	22
27	22
28	22
29	23
30	23
31	9
31	12
31	30
31	34
32	9
32	12
32	30
32	34
33	14
34	14
35	3
36	22
37	9
37	12
37	30
37	34
39	6
41	21
42	33
43	24
44	24
46	22
47	22
48	9
48	12
48	30
48	34
51	18
63	10
63	32
64	20
65	11
65	29
66	21
68	24
69	24
70	15
71	15
72	31
73	25
76	23
81	17
84	21
85	21
86	33
89	24
90	24
93	35
94	23
97	15
99	22
109	22
110	22
119	19
122	20
123	21
124	21
172	33
177	32
186	34
