CNA_index	seg_index	subclone_ID	phase	change
0	2	1	B	1
1	8	1	B	1
2	6	2	A	2
3	0	2	B	-1
4	1	3	B	-1
5	3	3	B	-1
6	8	4	A	-1
7	6	4	B	1
8	8	4	B	2
9	2	5	B	1
10	2	6	A	1
11	7	6	A	1
12	6	6	B	2
13	0	7	B	-1
14	3	8	A	-1
15	6	8	A	1
16	8	8	B	1
17	6	10	B	1
18	6	12	A	1
19	6	12	B	3
20	5	13	A	1
21	6	13	A	1
22	6	13	B	5
23	1	14	A	1
24	7	14	A	1
25	2	15	A	1
26	5	15	B	-1
27	7	15	B	-1
28	0	16	A	-1
29	4	16	A	1
30	2	16	B	1
31	3	16	B	-1
32	6	16	B	1
33	6	17	A	2
34	6	19	A	1
35	0	19	B	-1
36	6	19	B	2
37	4	20	A	2
38	0	20	B	-1
39	8	20	B	1
