CNA_index	seg_index	subclone_ID	phase	change
0	8	1	B	-1
1	15	1	B	1
2	17	1	B	-1
3	5	2	A	-1
4	4	3	B	1
5	15	3	B	1
6	7	4	A	-1
7	17	4	A	1
8	18	4	A	2
9	5	4	B	-1
10	12	4	B	1
11	19	4	B	1
12	2	5	A	-1
13	2	5	B	1
14	3	5	B	-1
15	7	5	B	1
16	16	6	A	-1
17	4	6	B	1
18	15	6	B	1
19	16	6	B	1
20	13	7	B	-1
21	14	7	B	2
22	16	8	B	1
23	18	8	B	-1
24	9	10	B	1
25	11	10	B	-1
26	0	11	B	2
27	15	12	B	1
28	9	13	B	1
29	12	13	B	1
30	18	13	B	-1
31	13	14	A	1
32	4	14	B	1
33	16	14	B	1
34	9	15	A	-1
35	11	15	B	-1
36	12	17	B	1
37	1	19	B	2
38	13	19	B	-1
39	14	19	B	1
