SSM_index	CNA_index
0	26
1	27
1	34
2	12
2	37
3	26
4	26
5	2
5	13
5	21
5	25
6	8
6	22
7	8
7	22
8	9
9	9
10	9
11	11
11	23
12	11
12	23
13	6
14	28
15	8
15	22
16	8
16	22
17	6
18	6
19	26
20	7
20	29
21	7
21	29
22	33
23	27
24	12
25	12
28	13
30	14
30	32
31	14
31	32
32	10
33	11
34	11
38	30
40	29
41	29
42	7
42	29
43	27
44	12
45	12
46	12
49	14
49	32
50	30
51	30
52	30
53	30
54	28
55	28
56	28
57	28
64	26
68	18
70	20
70	24
75	24
76	20
76	24
77	20
77	24
78	20
78	24
85	26
86	26
87	25
88	25
89	25
98	23
110	29
111	29
112	29
113	29
114	29
115	29
116	29
117	29
118	29
119	29
120	29
121	29
122	29
123	29
124	29
125	33
139	32
140	32
141	32
142	32
148	32
150	31
154	33
155	33
156	33
186	37
187	37
188	37
189	35
192	37
