CNA_index	seg_index	subclone_ID	phase	change
0	0	2	A	1
1	18	2	B	-1
2	17	4	A	-1
3	13	4	B	1
4	14	4	B	1
5	17	4	B	1
6	6	5	A	2
7	8	5	A	1
8	15	5	A	1
9	8	5	B	1
10	9	5	B	2
11	0	6	A	1
12	9	6	B	3
13	15	7	A	4
14	16	7	A	1
15	12	7	B	1
16	6	8	A	1
17	6	9	A	1
18	8	9	A	1
19	17	9	A	-1
20	2	10	B	-1
21	15	11	A	2
22	17	11	B	5
23	19	12	A	-1
24	6	12	B	-1
25	10	12	B	1
26	12	12	B	1
27	15	13	A	1
28	4	14	A	-1
29	5	15	A	-1
30	0	15	B	-1
31	2	15	B	-1
32	1	16	A	-1
33	8	16	B	1
34	15	16	B	-1
35	6	17	A	1
36	3	19	A	3
37	8	19	A	1
38	17	19	A	-1
39	12	19	B	1
