CNA_index	seg_index	subclone_ID	phase	change
0	17	2	B	-1
1	1	3	A	2
2	10	3	A	1
3	11	3	A	2
4	3	3	B	1
5	5	4	A	-1
6	10	4	A	1
7	3	4	B	1
8	17	5	A	-1
9	19	6	A	-1
10	9	7	A	1
11	11	7	A	2
12	7	7	B	-1
13	11	7	B	2
14	4	8	A	-1
15	14	8	B	1
16	7	9	A	-1
17	2	9	B	2
18	9	9	B	1
19	12	9	B	-1
20	13	9	B	-1
21	4	10	B	-1
22	1	11	A	1
23	15	11	B	-1
24	9	12	A	1
25	10	13	B	-1
26	6	14	B	1
27	2	15	A	-1
28	17	15	A	-1
29	11	16	A	1
30	13	16	B	-1
31	3	17	A	1
32	0	18	A	1
33	5	18	B	1
34	7	19	A	-1
35	1	20	A	1
36	10	20	A	2
37	15	20	A	-1
38	0	20	B	1
39	2	20	B	1
