SSM_index	CNA_index
2	2
16	3
17	3
20	23
26	5
35	38
42	17
43	6
43	13
44	13
45	6
45	13
46	14
46	25
47	14
47	25
48	14
48	25
49	18
49	33
50	18
50	33
51	9
51	16
51	26
51	34
51	36
52	9
52	16
52	26
52	34
52	36
53	9
53	16
53	26
53	34
53	36
54	15
54	28
55	15
55	28
56	15
56	28
57	10
57	19
58	10
58	19
59	10
59	19
60	27
61	32
62	32
63	20
64	20
70	8
70	12
70	30
71	12
71	30
74	10
74	19
77	14
77	25
78	33
79	16
79	26
79	34
79	36
80	16
80	26
80	34
80	36
82	30
88	16
97	18
98	18
99	18
101	18
108	19
134	28
136	32
141	29
142	30
167	33
168	33
169	34
169	36
182	38
