CNA_index	seg_index	subclone_ID	phase	change
0	9	1	A	-1
1	0	1	B	-1
2	4	1	B	1
3	5	1	B	-1
4	7	2	A	-1
5	4	2	B	1
6	0	3	B	-1
7	3	3	B	1
8	4	3	B	2
9	5	3	B	-1
10	6	3	B	-1
11	7	3	B	-1
12	8	3	B	1
13	9	3	B	1
14	5	4	A	1
15	9	4	A	-1
16	3	4	B	2
17	0	5	A	-1
18	7	6	B	-1
19	6	7	B	-1
20	4	9	A	-1
21	8	10	B	1
22	0	11	B	-1
23	3	12	B	1
24	0	13	B	-1
25	1	13	B	-1
26	5	13	B	-1
27	6	14	A	-1
28	2	14	B	-1
29	3	14	B	4
30	4	14	B	2
31	4	16	B	1
32	5	16	B	-1
33	2	17	B	-1
34	3	17	B	1
35	4	17	B	1
36	9	17	B	1
37	0	19	B	-1
38	5	19	B	-1
39	4	20	B	1
