CNA_index	seg_index	subclone_ID	phase	change
0	3	1	A	3
1	8	1	A	1
2	3	1	B	-1
3	4	2	A	2
4	9	2	A	2
5	8	4	A	1
6	4	6	A	1
7	9	6	B	1
8	9	7	B	1
9	5	8	A	-1
10	0	9	A	-1
11	1	9	A	2
12	9	9	A	1
13	1	9	B	-1
14	1	10	A	1
15	4	10	A	1
16	9	10	A	1
17	2	10	B	-1
18	1	11	A	1
19	3	11	A	1
20	3	12	A	1
21	4	12	A	1
22	8	12	B	-1
23	9	12	B	1
24	1	13	A	1
25	8	13	A	1
26	1	14	A	2
27	0	14	B	-1
28	3	14	B	-1
29	1	15	A	1
30	9	15	A	1
31	6	16	A	2
32	5	16	B	-1
33	6	17	A	1
34	2	18	A	-1
35	6	19	B	1
36	3	20	A	3
37	8	20	A	1
38	6	20	B	1
39	9	20	B	1
