CNA_index	seg_index	subclone_ID	phase	change
0	16	2	A	1
1	18	2	B	1
2	2	3	A	1
3	10	4	A	1
4	14	4	B	1
5	11	5	B	-1
6	19	5	B	1
7	16	6	B	2
8	17	7	A	-1
9	7	7	B	1
10	15	7	B	1
11	2	8	B	3
12	13	9	A	-1
13	10	9	B	1
14	18	9	B	2
15	19	9	B	1
16	0	10	B	-1
17	2	11	A	1
18	6	11	A	2
19	10	11	B	1
20	6	12	B	1
21	10	12	B	1
22	7	13	B	2
23	9	14	A	1
24	1	15	A	1
25	6	15	A	1
26	4	15	B	1
27	15	15	B	1
28	10	16	A	1
29	12	16	A	-1
30	11	16	B	-1
31	5	17	A	1
32	16	17	A	3
33	18	17	A	1
34	9	17	B	-1
35	16	17	B	1
36	9	18	A	2
37	10	18	A	2
38	6	18	B	1
39	11	20	B	-1
