SSM_index	CNA_index
0	4
0	24
0	36
1	4
1	24
1	36
2	32
3	13
3	25
4	13
4	25
5	13
5	25
6	18
6	38
8	0
8	33
8	37
9	0
9	33
9	37
10	35
11	35
12	1
12	15
12	19
12	26
13	1
13	15
13	19
13	26
14	2
15	6
15	12
15	14
15	23
15	29
15	31
15	34
15	39
16	4
16	24
16	36
17	4
17	24
17	36
18	13
18	25
20	5
21	5
22	15
22	19
22	26
23	32
24	32
25	32
26	13
27	13
28	13
29	13
30	13
31	13
32	13
33	13
34	18
35	18
37	33
38	33
39	5
40	5
41	5
42	35
43	35
44	35
45	15
45	19
46	15
46	19
47	15
47	19
48	15
48	19
49	8
49	30
50	9
51	10
52	10
53	17
53	20
54	21
55	21
56	21
57	6
57	12
57	14
57	23
57	31
57	34
58	5
59	15
59	19
60	13
61	21
62	13
63	13
64	13
65	13
67	33
68	15
68	19
69	15
69	19
70	15
70	19
71	15
71	19
72	8
72	30
88	15
89	15
91	32
93	23
93	31
93	34
96	33
111	26
112	26
114	26
117	27
120	28
122	29
123	32
124	32
128	35
134	33
136	35
137	35
138	35
139	35
140	35
148	34
154	35
164	37
165	37
174	38
176	37
