SSM_index	CNA_index
1	15
4	20
4	37
5	20
5	37
6	10
6	38
7	10
7	38
8	5
17	32
18	32
26	6
26	28
27	6
27	28
28	6
28	28
29	7
29	23
29	29
30	7
30	23
30	29
31	7
31	23
31	29
32	8
32	33
33	12
33	34
34	21
35	21
36	11
36	24
36	39
37	11
37	24
37	39
38	11
38	24
38	39
39	11
39	24
39	39
41	22
41	30
41	35
42	22
42	30
42	35
43	22
43	30
43	35
44	22
44	30
44	35
45	22
45	30
45	35
46	22
46	30
46	35
47	22
47	30
47	35
48	22
48	30
48	35
49	22
49	30
49	35
50	36
51	10
53	6
58	9
58	13
66	13
67	13
68	13
69	11
82	12
83	13
84	13
100	18
101	18
137	28
138	37
139	32
140	32
141	32
142	27
143	27
147	28
148	28
149	29
150	33
152	39
154	30
154	35
155	30
155	35
156	36
157	36
158	36
162	37
163	37
164	38
167	33
168	37
169	35
171	35
