CNA_index	seg_index	subclone_ID	phase	change
0	1	1	B	1
1	18	1	B	2
2	4	2	B	-1
3	0	4	A	1
4	5	4	B	3
5	0	5	A	1
6	2	5	B	-1
7	14	5	B	1
8	16	5	B	-1
9	17	5	B	1
10	2	6	A	-1
11	5	6	A	1
12	5	6	B	1
13	7	7	A	-1
14	1	7	B	1
15	3	7	B	1
16	3	8	A	-1
17	1	8	B	1
18	5	8	B	1
19	6	8	B	-1
20	8	8	B	-1
21	12	9	B	-1
22	4	10	A	-1
23	9	10	A	-1
24	11	10	A	1
25	1	11	A	-1
26	11	11	A	1
27	17	11	A	1
28	15	11	B	-1
29	17	12	B	1
30	14	15	B	1
31	8	16	A	-1
32	5	16	B	1
33	13	17	A	-1
34	5	17	B	1
35	10	18	A	-1
36	10	18	B	-1
37	13	19	B	2
38	5	20	B	1
39	11	20	B	-1
