SSM_index	CNA_index
0	26
1	27
2	35
3	16
3	32
4	2
4	3
4	5
4	9
4	11
4	18
4	22
4	24
4	28
4	37
5	25
5	34
6	25
6	34
7	35
8	35
9	14
9	21
10	36
11	6
12	14
12	21
13	4
17	7
17	13
17	29
18	35
19	35
20	35
21	14
22	30
23	30
24	30
25	30
26	36
27	36
28	36
29	16
29	32
30	16
30	32
31	16
31	32
32	16
32	32
33	17
34	17
35	17
38	5
38	9
38	11
38	18
38	28
38	37
39	5
39	9
39	11
39	18
39	28
39	37
40	5
40	9
40	11
40	18
40	28
40	37
41	10
41	19
42	6
43	20
43	33
43	38
43	39
44	20
44	33
44	38
44	39
45	12
50	7
50	13
50	29
51	35
52	35
53	14
54	30
55	15
55	31
56	16
56	32
57	16
57	32
58	16
58	32
59	17
63	10
63	19
64	10
64	19
65	10
65	19
70	13
70	29
71	13
71	29
72	13
72	29
73	13
73	29
74	13
74	29
75	13
75	29
76	13
76	29
77	35
78	14
79	30
80	30
81	30
82	36
83	36
84	36
85	16
85	32
86	16
86	32
87	9
87	11
87	18
87	28
87	37
88	20
88	33
88	38
88	39
89	20
89	33
89	38
89	39
90	20
90	33
90	38
90	39
91	34
92	34
93	35
95	18
96	13
98	22
98	24
101	26
102	26
103	23
110	22
110	24
114	25
115	25
116	27
120	24
127	35
128	35
130	36
131	32
132	32
137	29
139	35
140	36
157	37
159	38
159	39
