CNA_index	seg_index	subclone_ID	phase	change
0	6	1	A	1
1	32	1	A	-1
2	0	2	A	1
3	5	2	A	1
4	8	2	A	-1
5	27	2	B	-1
6	10	4	A	1
7	12	7	A	1
8	27	7	A	-1
9	9	7	B	-1
10	16	7	B	2
11	20	7	B	-1
12	5	8	A	1
13	31	8	A	-1
14	18	10	A	-1
15	3	10	B	4
16	3	11	A	-1
17	5	12	A	1
18	9	12	A	2
19	14	13	A	1
20	24	13	A	-1
21	7	13	B	-1
22	6	14	A	1
23	20	14	A	-1
24	0	14	B	-1
25	4	14	B	1
26	28	14	B	-1
27	36	14	B	1
28	8	15	A	-1
29	22	15	A	2
30	4	16	A	-1
31	21	16	A	1
32	39	16	A	-1
33	25	16	B	-1
34	29	17	A	-1
35	21	18	A	1
36	25	18	A	-1
37	15	19	A	3
38	32	19	A	-1
39	13	19	B	-1
