CNA_index	seg_index	subclone_ID	phase	change
0	6	1	B	1
1	6	2	A	1
2	7	2	A	1
3	6	2	B	1
4	8	2	B	2
5	5	3	A	1
6	7	4	A	1
7	3	6	A	-1
8	8	7	A	-1
9	0	7	B	1
10	2	7	B	1
11	7	7	B	-1
12	8	7	B	1
13	1	8	B	1
14	2	8	B	1
15	2	9	B	1
16	1	10	B	3
17	3	10	B	-1
18	0	11	B	2
19	0	12	B	1
20	7	13	B	-1
21	8	13	B	1
22	1	14	B	1
23	2	14	B	1
24	5	14	B	1
25	1	15	B	1
26	2	15	B	1
27	4	15	B	-1
28	8	16	A	-1
29	1	16	B	1
30	5	16	B	1
31	8	16	B	2
32	0	17	A	1
33	0	18	B	2
34	4	18	B	-1
35	8	18	B	1
36	2	20	B	1
37	3	20	B	-1
38	4	20	B	-1
39	6	20	B	1
