CNA_index	seg_index	subclone_ID	phase	change
0	3	1	A	-1
1	10	1	A	-1
2	3	1	B	1
3	16	4	A	-1
4	14	5	A	-1
5	3	5	B	1
6	15	5	B	-1
7	18	6	A	-1
8	7	7	A	1
9	16	7	B	-1
10	8	8	A	-1
11	8	8	B	-1
12	15	9	A	-1
13	11	9	B	-1
14	0	10	A	-1
15	4	10	A	2
16	17	10	A	1
17	19	10	A	-1
18	10	10	B	-1
19	19	10	B	-1
20	11	11	A	-1
21	13	11	A	-1
22	17	11	A	1
23	0	11	B	-1
24	9	12	A	-1
25	19	12	A	-1
26	5	13	A	-1
27	4	14	A	1
28	17	14	A	1
29	17	15	A	2
30	2	16	A	1
31	19	16	B	-1
32	17	17	A	1
33	2	17	B	-1
34	8	18	A	-1
35	0	18	B	-1
36	7	18	B	-1
37	0	19	A	-1
38	3	19	B	1
39	17	19	B	1
