CNA_index	seg_index	subclone_ID	phase	change
0	4	1	A	-1
1	9	1	A	1
2	9	1	B	-1
3	8	2	A	1
4	3	2	B	2
5	8	3	A	1
6	2	4	A	1
7	1	5	A	2
8	9	5	A	1
9	0	6	A	1
10	3	6	A	-1
11	1	7	A	3
12	6	7	A	1
13	8	7	A	2
14	3	7	B	2
15	8	7	B	1
16	1	8	A	1
17	5	8	A	1
18	4	9	A	-1
19	0	10	A	1
20	7	10	A	-1
21	5	11	A	1
22	0	12	A	1
23	1	12	A	1
24	6	12	A	1
25	4	12	B	2
26	0	14	A	1
27	5	14	A	1
28	6	14	A	2
29	5	15	A	3
30	5	15	B	-1
31	1	16	A	1
32	5	16	A	1
33	1	17	A	1
34	9	17	B	-1
35	2	18	A	1
36	8	18	A	1
37	4	19	B	1
38	0	20	A	1
39	6	20	A	1
