CNA_index	seg_index	subclone_ID	phase	change
0	2	2	A	1
1	11	2	A	-1
2	15	2	A	-1
3	22	2	A	-1
4	8	4	A	-1
5	10	5	A	1
6	39	5	A	-1
7	28	5	B	-1
8	13	6	A	-1
9	24	6	A	2
10	32	6	A	1
11	36	6	B	-1
12	17	7	A	-1
13	2	7	B	1
14	11	7	B	-1
15	38	7	B	-1
16	10	8	A	1
17	19	8	A	-1
18	31	8	A	-1
19	8	8	B	-1
20	27	8	B	1
21	20	10	B	1
22	28	10	B	-1
23	4	12	B	-1
24	22	13	A	-1
25	1	14	A	1
26	33	14	A	1
27	35	14	B	1
28	27	15	A	-1
29	4	16	A	-1
30	5	16	A	-1
31	35	17	A	1
32	2	17	B	3
33	21	18	A	1
34	30	18	A	1
35	3	19	A	-1
36	13	19	A	-1
37	15	19	A	-1
38	6	19	B	1
39	26	20	B	-1
