CNA_index	seg_index	subclone_ID	phase	change
0	2	1	A	1
1	5	2	A	1
2	6	2	A	1
3	1	3	A	1
4	9	3	A	1
5	4	3	B	-1
6	2	4	B	-1
7	6	5	B	1
8	5	6	B	-1
9	7	7	A	1
10	9	7	B	1
11	4	8	A	2
12	6	8	A	1
13	9	8	A	2
14	0	8	B	1
15	5	8	B	-1
16	1	9	A	1
17	2	9	A	1
18	4	9	A	1
19	0	10	A	-1
20	2	10	A	1
21	6	10	A	1
22	2	11	A	1
23	6	11	A	1
24	5	12	A	2
25	8	12	A	-1
26	6	12	B	1
27	8	12	B	1
28	2	13	A	1
29	1	14	A	1
30	6	14	A	1
31	7	16	A	1
32	0	17	A	-1
33	5	17	A	1
34	2	18	A	1
35	7	18	A	2
36	2	20	A	1
37	2	20	B	-1
38	5	20	B	-1
39	9	20	B	1
