SSM_index	CNA_index
0	10
0	38
1	5
2	5
3	5
4	5
5	26
6	8
7	2
7	9
7	13
9	27
10	32
11	32
12	28
15	14
15	36
16	6
17	4
18	4
19	7
20	18
21	18
22	37
23	33
24	33
25	10
25	38
26	20
28	23
29	23
30	12
30	35
31	16
32	25
33	25
35	26
36	26
37	26
38	26
40	27
42	29
43	6
44	18
45	20
46	20
47	34
48	24
50	26
56	7
57	37
58	33
67	16
71	26
72	20
73	25
76	27
77	25
78	24
79	24
80	24
85	26
86	26
87	26
88	26
93	32
94	32
95	28
96	28
101	29
102	36
103	36
104	30
105	37
106	23
109	26
112	27
113	29
115	33
116	38
117	35
118	27
119	27
121	30
124	35
127	28
129	36
130	35
133	36
136	38
139	35
145	35
158	36
160	37
