CNA_index	seg_index	subclone_ID	phase	change
0	13	1	A	-1
1	18	1	B	-1
2	9	2	A	-1
3	5	2	B	1
4	8	2	B	1
5	10	2	B	-1
6	32	2	B	1
7	38	2	B	1
8	2	4	B	-1
9	4	4	B	1
10	38	4	B	2
11	9	5	B	-1
12	23	5	B	2
13	6	6	A	-1
14	7	6	B	1
15	30	6	B	-1
16	35	6	B	-1
17	39	7	B	-1
18	29	8	A	1
19	6	8	B	-1
20	21	8	B	1
21	29	9	A	1
22	39	9	A	-1
23	27	9	B	-1
24	17	10	A	-1
25	25	10	A	-1
26	36	11	A	1
27	37	12	A	1
28	11	12	B	1
29	38	13	A	1
30	10	14	A	1
31	9	14	B	-1
32	31	15	A	3
33	35	15	B	-1
34	1	19	A	-1
35	2	19	A	-1
36	25	19	B	1
37	23	20	B	1
38	26	20	B	1
39	29	20	B	-1
