CNA_index	seg_index	subclone_ID	phase	change
0	7	1	A	-1
1	9	1	A	1
2	0	1	B	-1
3	9	2	A	1
4	1	2	B	-1
5	5	3	A	-1
6	6	4	A	1
7	6	5	B	2
8	9	6	A	1
9	8	6	B	-1
10	1	7	A	-1
11	8	7	A	1
12	7	8	B	-1
13	0	9	A	-1
14	1	9	A	-1
15	8	9	A	2
16	0	10	A	-1
17	8	10	A	1
18	7	10	B	-1
19	9	11	A	1
20	0	12	A	-1
21	6	12	A	2
22	8	12	A	1
23	7	12	B	-1
24	9	13	A	1
25	4	13	B	-1
26	6	13	B	1
27	8	13	B	-1
28	3	15	A	-1
29	4	16	A	-1
30	8	16	A	1
31	9	16	A	1
32	1	17	A	-1
33	8	18	A	1
34	9	18	A	1
35	6	18	B	1
36	1	19	A	-1
37	5	19	B	1
38	3	20	B	-1
39	9	20	B	-1
