CNA_index	seg_index	subclone_ID	phase	change
0	6	1	A	-1
1	10	1	A	3
2	21	1	A	1
3	36	1	A	-1
4	38	1	A	1
5	30	1	B	1
6	32	1	B	-1
7	27	3	A	-1
8	38	3	A	1
9	34	3	B	1
10	36	3	B	2
11	29	4	A	-1
12	32	5	A	1
13	10	5	B	1
14	23	5	B	2
15	17	6	A	-1
16	23	6	B	1
17	30	6	B	1
18	5	7	B	1
19	23	7	B	1
20	30	7	B	2
21	35	7	B	-1
22	26	8	A	1
23	38	8	A	1
24	25	9	A	-1
25	38	9	A	1
26	30	10	B	2
27	39	11	B	1
28	14	14	A	1
29	39	14	A	1
30	18	15	A	2
31	21	15	A	1
32	37	15	A	-1
33	22	15	B	1
34	28	16	A	-1
35	18	17	A	1
36	29	18	A	-1
37	25	18	B	1
38	15	20	A	1
39	39	20	A	1
