CNA_index	seg_index	subclone_ID	phase	change
0	14	1	B	-1
1	33	1	B	-1
2	15	2	A	-1
3	37	4	B	1
4	39	5	B	-1
5	26	6	A	3
6	39	7	A	2
7	30	7	B	1
8	37	7	B	1
9	15	8	A	-1
10	22	8	A	2
11	17	9	A	3
12	27	9	A	3
13	39	9	A	1
14	3	9	B	4
15	25	9	B	2
16	35	9	B	2
17	16	11	A	-1
18	30	11	A	1
19	35	11	A	1
20	0	12	B	-1
21	18	12	B	-1
22	15	13	B	1
23	17	13	B	1
24	27	14	A	1
25	32	14	A	1
26	33	14	A	1
27	28	14	B	2
28	0	15	A	1
29	1	15	A	1
30	0	17	A	3
31	11	17	A	1
32	27	17	A	2
33	6	17	B	1
34	7	17	B	-1
35	37	18	A	1
36	20	18	B	1
37	30	18	B	2
38	26	19	A	1
39	31	19	A	-1
