SSM_index	CNA_index
2	19
2	34
3	8
3	29
4	2
5	2
6	36
7	36
8	9
8	37
9	10
9	24
10	7
10	38
11	7
11	38
14	12
14	20
14	30
17	39
18	31
19	27
20	27
26	7
26	38
27	7
27	38
29	22
30	22
34	9
34	37
35	9
35	37
38	12
38	20
38	30
40	25
43	27
46	18
47	18
48	13
48	33
49	35
50	35
51	36
52	9
52	37
53	10
53	24
54	38
55	38
56	12
56	20
56	30
57	12
57	20
57	30
60	31
64	22
65	11
65	16
65	17
65	28
67	13
67	33
68	35
69	14
69	23
70	36
71	9
71	37
73	12
73	20
73	30
78	25
81	21
82	27
86	22
87	18
88	8
88	29
91	18
92	19
94	12
94	20
95	12
95	20
97	21
110	21
111	18
113	24
114	24
120	19
123	17
137	32
140	37
