CNA_index	seg_index	subclone_ID	phase	change
0	14	1	B	3
1	19	1	B	1
2	19	3	A	-1
3	17	3	B	1
4	3	4	A	-1
5	11	4	A	-1
6	12	4	A	1
7	10	4	B	1
8	6	5	A	-1
9	15	6	A	1
10	13	6	B	-1
11	7	8	A	1
12	19	8	B	1
13	3	9	A	-1
14	2	10	B	-1
15	11	11	A	-1
16	5	11	B	-1
17	19	11	B	2
18	0	12	A	-1
19	17	12	A	3
20	6	13	A	-1
21	17	13	A	2
22	19	13	B	1
23	15	14	A	4
24	7	14	B	-1
25	8	15	A	-1
26	17	15	A	1
27	16	15	B	-1
28	3	16	A	-1
29	5	16	A	-1
30	16	16	A	-1
31	6	16	B	1
32	9	16	B	1
33	1	17	A	-1
34	18	17	A	-1
35	11	17	B	-1
36	10	19	A	-1
37	10	19	B	1
38	17	19	B	1
39	18	19	B	-1
