CNA_index	seg_index	subclone_ID	phase	change
0	1	2	A	2
1	3	2	A	2
2	6	3	A	-1
3	1	3	B	1
4	2	3	B	-1
5	8	4	A	-1
6	9	4	B	1
7	2	5	A	-1
8	1	5	B	1
9	7	5	B	2
10	9	5	B	1
11	5	6	A	1
12	1	7	B	1
13	8	7	B	1
14	7	8	A	1
15	3	9	A	1
16	4	9	A	-1
17	5	9	A	1
18	9	9	A	-1
19	1	9	B	1
20	4	9	B	-1
21	2	10	B	-1
22	9	10	B	1
23	9	11	B	1
24	1	12	A	1
25	1	13	A	1
26	3	13	B	3
27	9	13	B	1
28	9	14	A	-1
29	7	14	B	1
30	9	14	B	1
31	3	15	B	4
32	4	16	B	-1
33	8	16	B	1
34	0	18	A	-1
35	2	18	A	-1
36	3	18	B	1
37	5	18	B	-1
38	6	18	B	1
39	1	19	B	1
