CNA_index	seg_index	subclone_ID	phase	change
0	19	1	A	1
1	13	2	A	1
2	10	2	B	1
3	8	4	A	-1
4	9	4	B	1
5	4	5	A	-1
6	16	6	B	1
7	3	7	B	-1
8	10	8	B	1
9	11	8	B	-1
10	12	8	B	-1
11	16	9	A	-1
12	18	10	B	-1
13	8	11	B	-1
14	2	12	B	1
15	6	12	B	1
16	10	12	B	2
17	5	14	A	-1
18	1	14	B	-1
19	4	14	B	-1
20	15	14	B	-1
21	13	15	B	-1
22	11	16	A	-1
23	9	16	B	1
24	10	16	B	1
25	14	16	B	-1
26	10	17	A	-1
27	12	17	A	-1
28	2	17	B	1
29	10	17	B	1
30	3	18	A	-1
31	9	18	A	-1
32	15	18	A	1
33	1	18	B	-1
34	2	18	B	2
35	10	19	B	1
36	13	19	B	-1
37	15	19	B	-1
38	14	20	A	-1
39	19	20	A	3
