CNA_index	seg_index	subclone_ID	phase	change
0	10	2	B	1
1	13	2	B	1
2	5	3	A	1
3	10	3	A	1
4	17	3	A	-1
5	18	3	A	2
6	6	3	B	-1
7	12	3	B	1
8	19	3	B	2
9	15	4	A	1
10	7	5	A	1
11	16	5	B	-1
12	6	6	A	1
13	18	6	A	1
14	5	6	B	1
15	9	7	A	3
16	10	7	A	1
17	5	7	B	2
18	15	7	B	1
19	10	8	A	2
20	16	8	A	-1
21	5	10	B	2
22	7	10	B	-1
23	3	11	A	1
24	4	11	A	-1
25	15	11	A	1
26	9	11	B	1
27	10	11	B	1
28	6	12	A	1
29	6	13	B	-1
30	8	13	B	1
31	18	13	B	1
32	3	15	A	1
33	11	15	B	-1
34	6	16	A	1
35	1	16	B	2
36	4	16	B	1
37	3	17	A	1
38	16	18	B	-1
39	19	18	B	1
