CNA_index	seg_index	subclone_ID	phase	change
0	2	1	A	-1
1	0	1	B	1
2	8	2	A	1
3	5	3	B	1
4	9	4	B	-1
5	6	5	A	-1
6	9	5	A	1
7	6	6	A	-1
8	2	6	B	1
9	3	7	B	3
10	7	7	B	1
11	0	8	A	1
12	1	8	A	1
13	0	8	B	1
14	2	8	B	1
15	5	8	B	3
16	2	10	B	1
17	4	10	B	-1
18	4	11	A	-1
19	2	12	B	1
20	9	13	A	1
21	1	14	A	1
22	2	14	B	1
23	5	15	A	-1
24	4	16	A	-1
25	9	16	A	1
26	0	16	B	2
27	1	16	B	-1
28	2	16	B	1
29	3	16	B	1
30	4	16	B	-1
31	2	17	B	1
32	8	17	B	-1
33	3	18	A	-1
34	8	18	A	1
35	9	19	A	1
36	2	19	B	2
37	3	19	B	1
38	5	19	B	1
39	0	20	B	1
