SSM_index	CNA_index
0	10
1	29
1	35
2	13
3	22
4	22
5	24
5	38
6	24
6	38
7	10
8	10
9	10
10	11
10	17
10	18
10	25
11	11
11	17
11	18
11	25
12	19
13	19
14	19
15	7
16	7
17	7
18	20
18	32
19	20
19	32
20	20
20	32
21	21
21	33
22	21
22	33
23	2
23	3
23	8
23	15
23	28
23	30
23	34
24	9
24	26
25	9
25	26
26	29
26	35
27	16
28	23
28	27
28	37
29	22
30	22
31	24
31	38
32	24
32	38
33	19
34	20
34	32
35	21
35	33
36	9
36	26
37	4
38	29
38	35
39	31
40	31
41	24
41	38
42	24
42	38
43	24
43	38
44	11
44	17
44	18
44	25
45	11
45	17
45	18
45	25
46	11
46	17
46	18
46	25
47	11
47	17
47	18
47	25
48	5
49	21
49	33
50	8
50	15
50	28
50	30
50	34
51	8
51	15
51	28
51	30
51	34
52	31
53	13
54	24
54	38
55	10
56	11
56	17
56	18
56	25
57	19
58	20
58	32
59	9
59	26
60	9
60	26
61	9
61	26
62	23
62	27
62	37
63	23
63	27
63	37
64	13
65	22
66	15
66	28
66	30
66	34
67	26
68	36
69	23
69	27
69	37
70	23
70	27
70	37
71	31
72	22
73	22
74	24
74	38
75	14
75	39
76	20
76	32
77	21
77	33
78	26
79	23
79	27
79	37
80	22
81	22
82	22
83	17
83	18
83	25
84	19
85	20
85	32
86	20
86	32
87	20
87	32
88	20
88	32
89	21
89	33
90	21
90	33
91	21
91	33
92	28
92	30
92	34
93	28
93	30
93	34
94	26
95	29
95	35
96	23
96	27
96	37
97	31
98	31
99	31
100	22
101	22
102	20
102	32
103	20
103	32
104	20
104	32
105	29
105	35
106	36
107	23
107	27
107	37
108	24
108	38
109	24
109	38
110	24
110	38
111	18
111	25
112	17
112	18
112	25
113	18
113	25
114	19
115	19
116	20
116	32
117	20
117	32
118	21
118	33
119	21
119	33
120	26
121	26
122	29
122	35
123	29
123	35
124	29
124	35
125	23
125	27
125	37
126	23
126	27
126	37
127	23
127	27
127	37
128	31
129	24
129	38
130	20
130	32
131	23
131	27
131	37
132	31
133	24
134	25
135	26
136	29
137	29
139	23
139	27
140	31
141	24
142	24
143	24
165	29
171	28
171	30
174	29
175	29
176	31
177	31
178	31
179	31
187	30
189	39
