CNA_index	seg_index	subclone_ID	phase	change
0	38	1	A	-1
1	29	2	A	-1
2	29	2	B	-1
3	3	4	A	-1
4	4	4	A	1
5	14	4	A	-1
6	19	4	A	1
7	26	7	A	-1
8	25	7	B	-1
9	0	8	A	-1
10	39	8	A	-1
11	0	9	B	-1
12	35	9	B	-1
13	12	10	A	-1
14	17	10	A	-1
15	30	10	A	-1
16	1	10	B	-1
17	20	11	A	-1
18	34	11	A	-1
19	6	11	B	-1
20	33	11	B	1
21	14	12	A	-1
22	35	12	A	-1
23	17	12	B	-1
24	5	13	A	-1
25	16	13	B	-1
26	8	14	A	-1
27	7	14	B	-1
28	6	16	A	-1
29	12	16	A	-1
30	16	17	A	-1
31	7	18	A	-1
32	19	18	A	1
33	20	18	A	-1
34	12	18	B	-1
35	20	18	B	1
36	5	19	B	-1
37	29	19	B	-1
38	27	20	A	-1
39	19	20	B	-1
