CNA_index	seg_index	subclone_ID	phase	change
0	5	1	B	1
1	6	1	B	1
2	7	1	B	2
3	7	2	A	-1
4	8	3	A	1
5	8	3	B	-1
6	0	4	B	-1
7	5	4	B	1
8	8	5	A	2
9	9	5	B	1
10	5	6	B	1
11	6	7	A	1
12	3	7	B	-1
13	2	10	A	-1
14	7	11	A	-1
15	6	11	B	1
16	4	13	A	1
17	0	13	B	-1
18	3	13	B	-1
19	4	13	B	-1
20	6	14	A	1
21	6	15	A	1
22	8	15	A	1
23	4	15	B	-1
24	5	15	B	2
25	7	15	B	2
26	9	16	A	1
27	7	17	A	-1
28	5	17	B	3
29	6	17	B	1
30	7	17	B	1
31	9	17	B	1
32	9	18	A	1
33	1	18	B	-1
34	4	18	B	-1
35	9	18	B	2
36	0	19	A	1
37	5	19	B	1
38	4	20	A	1
39	5	20	A	1
