CNA_index	seg_index	subclone_ID	phase	change
0	0	1	B	1
1	8	1	B	1
2	9	2	A	1
3	0	2	B	1
4	1	3	B	1
5	3	3	B	1
6	8	3	B	1
7	9	3	B	1
8	0	4	B	1
9	3	4	B	2
10	4	4	B	2
11	8	4	B	1
12	9	4	B	1
13	0	5	B	1
14	2	5	B	1
15	0	6	A	-1
16	5	6	B	-1
17	9	6	B	1
18	0	8	B	2
19	6	8	B	-1
20	8	8	B	3
21	9	8	B	1
22	3	9	A	2
23	1	10	B	1
24	6	10	B	-1
25	9	12	B	2
26	9	13	A	1
27	1	13	B	2
28	0	14	A	-1
29	2	14	A	-1
30	1	14	B	2
31	9	14	B	1
32	2	15	B	1
33	8	15	B	1
34	5	16	A	1
35	4	16	B	4
36	1	17	B	1
37	7	19	B	-1
38	8	20	A	-1
39	5	20	B	-1
