SSM_index	CNA_index
24	9
24	16
24	20
24	23
24	28
24	36
25	9
25	16
25	20
25	23
25	28
25	36
26	15
26	24
27	17
27	25
28	17
28	25
29	34
30	34
31	11
31	12
31	31
32	29
33	29
34	39
35	18
36	18
37	21
38	21
39	21
40	21
41	19
42	13
42	35
43	13
43	35
44	22
44	27
45	22
45	27
46	9
46	16
46	20
46	23
46	28
46	36
47	9
47	16
47	20
47	23
47	28
47	36
48	10
49	10
50	10
51	38
52	34
53	22
53	27
54	22
54	27
55	24
62	25
63	26
64	26
75	27
91	27
92	27
93	17
94	39
95	21
96	19
97	35
98	22
99	31
100	39
101	35
102	39
103	38
104	34
105	34
106	31
107	31
108	33
109	33
110	33
111	33
112	29
113	29
114	29
115	39
116	39
117	39
118	39
119	35
120	35
139	36
140	38
141	31
142	33
145	29
146	39
149	33
151	35
153	37
154	39
155	35
158	39
160	39
161	39
