SSM_index	CNA_index
0	26
1	16
2	26
4	35
5	35
6	35
7	27
10	10
10	17
10	20
10	28
10	34
11	18
13	32
14	11
15	37
16	7
16	12
16	25
17	7
17	12
17	25
18	7
18	12
18	25
28	23
29	23
33	26
34	26
35	26
36	26
37	26
39	24
44	12
44	25
45	12
45	25
48	29
52	9
52	30
52	33
52	39
53	23
61	26
62	26
64	24
65	24
66	15
68	10
68	17
68	20
68	28
68	34
69	32
70	36
75	35
76	10
76	17
76	20
76	28
76	34
78	12
78	25
79	25
80	36
83	30
83	33
83	39
89	26
90	26
91	26
92	24
93	15
94	15
95	15
96	15
97	15
102	23
107	26
110	17
110	20
110	28
110	34
111	14
111	21
112	25
118	17
118	20
118	28
118	34
119	17
119	20
119	28
119	34
120	21
122	29
125	26
126	24
128	31
129	31
131	37
132	36
133	26
135	29
140	35
141	34
151	34
154	39
161	34
162	37
170	37
171	36
