CNA_index	seg_index	subclone_ID	phase	change
0	3	1	A	1
1	5	1	A	1
2	7	1	B	-1
3	2	2	A	-1
4	4	2	B	1
5	5	2	B	1
6	3	4	A	1
7	5	4	A	1
8	5	4	B	2
9	9	4	B	2
10	9	5	A	-1
11	4	5	B	1
12	5	5	B	2
13	0	6	B	-1
14	2	6	B	1
15	3	6	B	-1
16	9	6	B	1
17	3	8	A	1
18	5	8	B	2
19	3	9	B	-1
20	5	9	B	1
21	7	10	A	3
22	2	10	B	1
23	5	10	B	1
24	9	11	B	1
25	5	14	A	1
26	4	14	B	1
27	6	14	B	-1
28	9	14	B	1
29	1	15	A	1
30	8	15	A	1
31	5	15	B	1
32	5	16	B	1
33	0	17	B	-1
34	2	17	B	2
35	9	17	B	1
36	7	18	A	1
37	0	19	A	1
38	5	20	B	1
39	6	20	B	-1
