CNA_index	seg_index	subclone_ID	phase	change
0	1	1	A	-1
1	5	1	A	-1
2	9	1	A	-1
3	1	1	B	-1
4	8	1	B	-1
5	4	2	A	2
6	2	3	A	2
7	2	3	B	-1
8	0	5	A	-1
9	6	5	A	-1
10	0	5	B	-1
11	4	5	B	-1
12	5	5	B	-1
13	7	5	B	-1
14	9	5	B	3
15	0	6	B	-1
16	8	7	A	1
17	5	7	B	-1
18	5	8	B	-1
19	7	9	A	1
20	6	9	B	-1
21	8	9	B	-1
22	5	10	A	-1
23	7	10	A	1
24	7	11	B	-1
25	1	12	A	-1
26	8	12	A	1
27	1	14	B	-1
28	4	15	A	1
29	8	15	A	1
30	9	15	A	-1
31	0	16	A	-1
32	3	16	B	-1
33	4	16	B	-1
34	2	17	A	1
35	0	17	B	-1
36	5	17	B	-1
37	4	19	A	1
38	5	19	B	-1
39	2	20	B	-1
