SSM_index	CNA_index
0	13
1	18
2	20
2	38
3	20
3	38
4	20
4	38
5	16
6	16
7	7
7	32
8	10
9	9
9	27
10	13
11	17
12	18
13	18
14	19
14	22
14	31
15	19
15	22
15	31
16	19
16	22
16	31
17	19
17	22
17	31
18	19
18	22
18	31
19	20
19	38
20	20
20	38
21	20
21	38
22	4
22	14
22	25
23	26
23	36
23	39
24	26
24	36
24	39
25	6
25	37
26	16
27	16
28	16
29	7
29	32
30	7
30	32
31	7
31	32
32	7
32	32
33	7
33	32
34	7
34	32
35	7
35	32
36	8
36	28
37	8
37	28
38	10
39	18
40	19
40	22
40	31
41	20
41	38
42	20
42	38
43	26
43	36
43	39
44	7
44	32
45	8
45	28
46	19
46	22
47	20
48	20
49	14
49	25
50	26
51	26
52	6
53	6
54	6
55	16
56	16
57	16
58	7
59	7
60	8
61	13
62	5
63	5
64	20
65	20
66	6
67	6
68	7
69	26
70	18
71	20
76	18
77	18
78	18
79	19
80	19
81	19
82	19
83	20
84	20
85	20
86	20
87	14
90	16
91	16
92	16
97	19
98	19
99	19
100	20
101	20
102	20
103	20
120	23
124	26
134	26
135	26
141	36
141	39
142	32
143	32
144	30
144	33
145	38
147	32
149	38
154	38
155	36
155	39
165	38
166	38
167	38
168	38
169	38
