CNA_index	seg_index	subclone_ID	phase	change
0	0	1	A	1
1	2	1	A	1
2	4	1	A	1
3	2	3	B	-1
4	3	4	A	1
5	6	4	A	-1
6	1	5	A	1
7	8	5	A	-1
8	8	5	B	3
9	4	6	A	1
10	7	6	A	1
11	7	6	B	1
12	8	6	B	1
13	1	7	A	1
14	2	8	A	1
15	6	9	A	-1
16	4	10	A	2
17	0	11	A	1
18	3	11	A	2
19	7	11	A	2
20	2	11	B	-1
21	2	12	A	1
22	7	12	A	2
23	8	12	B	1
24	3	13	A	1
25	2	14	A	1
26	4	14	A	3
27	9	14	A	-1
28	6	15	A	-1
29	7	15	B	1
30	8	15	B	1
31	0	16	B	-1
32	1	16	B	-1
33	3	17	A	1
34	4	17	A	1
35	0	17	B	-1
36	4	18	A	2
37	7	19	B	1
38	2	20	A	1
39	9	20	B	1
