CNA_index	seg_index	subclone_ID	phase	change
0	5	1	A	1
1	5	1	B	1
2	8	4	A	-1
3	3	6	B	-1
4	9	7	A	-1
5	0	7	B	1
6	3	8	A	1
7	5	8	A	3
8	0	8	B	1
9	8	9	B	2
10	3	10	A	2
11	0	11	A	-1
12	1	12	A	-1
13	6	12	A	-1
14	4	12	B	-1
15	2	13	A	-1
16	8	13	B	1
17	0	14	B	2
18	5	14	B	1
19	6	14	B	-1
20	4	15	A	-1
21	7	15	A	-1
22	2	15	B	-1
23	7	15	B	-1
24	0	16	A	-1
25	5	16	A	1
26	1	16	B	-1
27	2	16	B	-1
28	7	17	A	-1
29	7	18	B	-1
30	5	19	A	2
31	0	20	A	-1
32	1	20	A	-1
33	4	20	A	-1
34	7	20	A	-1
35	1	20	B	-1
36	2	20	B	-1
37	3	20	B	-1
38	4	20	B	-1
39	9	20	B	1
