SSM_index	CNA_index
0	4
1	21
1	33
2	13
2	24
3	15
3	39
4	15
4	39
5	9
6	8
6	10
7	3
7	22
8	31
8	36
9	31
9	36
10	31
10	36
11	34
12	12
13	5
13	11
13	16
13	25
13	30
14	31
14	36
15	31
15	36
16	13
17	14
18	18
18	27
19	9
20	33
21	33
22	34
23	34
24	34
25	34
29	11
29	16
29	25
29	30
30	11
30	16
30	25
30	30
31	11
31	16
31	25
31	30
32	5
32	11
32	16
32	25
32	30
33	5
33	11
33	16
33	25
33	30
34	19
35	19
36	19
37	19
38	19
39	31
39	36
40	31
40	36
41	31
41	36
42	31
42	36
43	13
44	13
45	14
46	14
47	14
48	14
49	14
50	14
51	20
51	35
51	37
52	20
52	35
52	37
53	20
53	35
53	37
54	20
54	35
54	37
55	20
55	35
55	37
56	15
56	39
57	15
57	39
58	18
58	27
59	18
59	27
60	18
60	27
61	18
61	27
62	18
62	27
63	14
64	10
65	34
66	31
66	36
67	31
67	36
68	17
68	32
68	38
69	13
70	14
71	14
72	20
72	35
72	37
73	18
74	28
74	29
75	34
76	34
77	16
77	30
78	16
78	30
79	16
79	30
80	19
81	31
81	36
82	31
82	36
83	20
83	35
83	37
84	15
84	39
85	15
85	39
91	16
91	30
92	19
93	19
94	19
95	19
96	19
97	31
97	36
98	17
98	32
98	38
99	17
99	32
99	38
100	17
100	32
100	38
101	20
101	35
101	37
102	15
102	39
103	18
104	18
106	16
107	19
112	18
114	16
116	19
117	17
157	25
158	26
170	33
171	34
172	30
175	32
176	35
179	29
196	38
