CNA_index	seg_index	subclone_ID	phase	change
0	7	3	B	1
1	2	4	A	1
2	7	4	A	1
3	4	4	B	1
4	2	5	A	1
5	8	5	A	1
6	8	7	A	1
7	2	8	A	2
8	7	8	A	1
9	8	9	A	1
10	2	10	A	1
11	7	10	A	1
12	0	10	B	2
13	2	12	A	2
14	7	12	A	1
15	8	12	A	2
16	2	13	A	1
17	5	13	A	2
18	6	13	A	1
19	7	13	A	3
20	8	13	A	2
21	9	13	A	-1
22	1	14	B	1
23	1	15	A	1
24	7	15	A	1
25	8	15	A	3
26	0	16	A	-1
27	4	16	A	2
28	8	16	A	1
29	1	17	A	1
30	7	17	A	1
31	9	17	A	-1
32	0	18	A	-1
33	2	18	A	1
34	0	18	B	1
35	4	18	B	1
36	7	19	A	1
37	1	19	B	1
38	1	20	A	2
39	8	20	A	2
