CNA_index	seg_index	subclone_ID	phase	change
0	6	1	A	1
1	8	1	A	-1
2	1	1	B	2
3	0	2	A	-1
4	9	2	A	-1
5	5	3	A	1
6	5	3	B	-1
7	6	4	A	1
8	0	4	B	-1
9	2	4	B	-1
10	8	4	B	1
11	1	5	B	1
12	1	6	B	1
13	7	7	A	-1
14	4	7	B	-1
15	1	8	B	1
16	7	8	B	-1
17	3	9	B	-1
18	1	10	A	-1
19	3	10	A	-1
20	1	10	B	1
21	2	12	A	1
22	7	12	A	-1
23	1	12	B	1
24	6	12	B	-1
25	5	13	A	1
26	1	13	B	2
27	3	14	B	-1
28	8	14	B	1
29	9	15	A	-1
30	1	15	B	1
31	4	15	B	-1
32	5	15	B	-1
33	9	15	B	-1
34	0	16	B	-1
35	3	16	B	-1
36	8	16	B	2
37	0	17	A	-1
38	0	17	B	-1
39	2	17	B	-1
