CNA_index	seg_index	subclone_ID	phase	change
0	12	2	A	3
1	13	2	A	1
2	27	2	B	1
3	29	2	B	-1
4	2	4	A	1
5	30	4	A	1
6	5	4	B	-1
7	22	4	B	-1
8	33	4	B	-1
9	35	5	B	-1
10	1	6	A	-1
11	31	6	A	1
12	36	6	A	-1
13	28	6	B	1
14	38	6	B	3
15	1	7	A	-1
16	8	7	A	-1
17	28	7	A	1
18	20	7	B	-1
19	14	9	A	-1
20	15	9	A	-1
21	28	9	B	3
22	9	10	A	-1
23	32	11	A	2
24	38	13	A	-1
25	2	14	A	1
26	12	14	A	1
27	7	14	B	-1
28	12	15	A	2
29	38	16	A	-1
30	12	17	A	1
31	38	17	B	1
32	5	18	A	-1
33	15	18	A	-1
34	23	18	A	-1
35	17	19	A	1
36	21	19	A	-1
37	27	19	A	-1
38	9	19	B	1
39	32	20	A	1
