SSM_index	seg_index	subclone_ID
0	12	1
1	2	1
2	4	1
3	12	1
4	16	1
5	25	1
6	26	1
7	26	1
8	29	1
9	30	1
10	31	1
11	39	1
12	0	2
13	0	2
14	2	3
15	4	3
16	12	3
17	18	3
18	21	3
19	22	3
20	31	3
21	22	3
22	22	3
23	28	3
24	18	4
25	36	4
26	2	4
27	8	4
28	12	4
29	20	4
30	22	4
31	24	4
32	24	4
33	25	4
34	25	4
35	32	4
36	39	4
37	2	5
38	19	6
39	20	6
40	25	6
41	25	6
42	26	6
43	0	6
44	3	6
45	6	6
46	8	6
47	14	6
48	15	6
49	17	6
50	20	6
51	22	6
52	18	7
53	35	7
54	22	7
55	29	7
56	36	7
57	11	8
58	32	8
59	37	8
60	1	8
61	12	8
62	23	8
63	24	8
64	25	8
65	27	8
66	29	8
67	38	8
68	5	9
69	20	9
70	8	9
71	8	9
72	11	9
73	12	9
74	16	9
75	33	9
76	33	9
77	0	10
78	34	10
79	15	11
80	3	11
81	35	11
82	13	12
83	16	12
84	34	12
85	2	12
86	2	12
87	2	12
88	2	12
89	10	12
90	13	12
91	15	12
92	17	12
93	22	12
94	24	12
95	31	12
96	34	12
97	5	13
98	17	13
99	23	13
100	2	13
101	2	13
102	2	13
103	4	13
104	5	13
105	7	13
106	9	13
107	9	13
108	9	13
109	11	13
110	11	13
111	12	13
112	14	13
113	15	13
114	16	13
115	18	13
116	20	13
117	20	13
118	24	13
119	27	13
120	32	13
121	35	13
122	35	13
123	37	13
124	39	13
125	14	14
126	5	14
127	7	14
128	10	14
129	13	14
130	13	14
131	16	14
132	19	14
133	27	14
134	6	15
135	24	15
136	27	15
137	37	15
138	39	15
139	3	15
140	4	15
141	4	15
142	5	15
143	8	15
144	9	15
145	10	15
146	13	15
147	15	15
148	19	15
149	19	15
150	21	15
151	22	15
152	28	15
153	32	15
154	39	15
155	39	15
156	1	16
157	11	16
158	22	16
159	27	16
160	32	16
161	2	16
162	13	16
163	20	16
164	22	16
165	27	16
166	34	16
167	21	17
168	24	17
169	29	17
170	2	17
171	4	17
172	2	18
173	5	18
174	6	18
175	20	18
176	39	18
177	1	18
178	3	18
179	5	18
180	12	18
181	14	18
182	17	18
183	20	18
184	22	18
185	27	18
186	27	18
187	33	18
188	34	18
189	35	18
190	36	18
191	15	19
192	33	19
193	14	19
194	32	20
195	32	20
196	2	20
197	3	20
198	5	20
199	32	20
