CNA_index	seg_index	subclone_ID	phase	change
0	10	1	A	3
1	13	1	A	1
2	1	2	B	2
3	18	3	A	4
4	12	3	B	1
5	6	4	A	-1
6	9	4	A	-1
7	11	4	A	2
8	13	4	A	1
9	16	4	B	1
10	8	5	A	-1
11	12	5	B	1
12	13	5	B	-1
13	2	6	A	4
14	2	6	B	-1
15	6	6	B	1
16	15	6	B	-1
17	0	7	A	1
18	4	8	A	1
19	11	8	A	1
20	11	9	B	-1
21	19	11	A	2
22	2	12	A	1
23	17	12	A	1
24	8	12	B	1
25	14	12	B	1
26	6	13	A	-1
27	11	13	A	2
28	15	13	A	-1
29	5	14	A	-1
30	9	14	A	-1
31	13	14	A	1
32	2	16	A	2
33	14	16	B	3
34	17	16	B	-1
35	6	17	B	1
36	2	19	A	1
37	13	19	A	2
38	3	19	B	-1
39	12	19	B	1
