SSM_index	seg_index	subclone_ID
0	1	1
1	5	1
2	12	1
3	22	1
4	13	1
5	17	1
6	1	2
7	2	2
8	10	2
9	1	2
10	3	2
11	18	2
12	29	2
13	1	3
14	2	3
15	6	3
16	9	3
17	12	3
18	13	3
19	16	3
20	16	3
21	26	3
22	29	3
23	31	3
24	34	3
25	35	3
26	0	3
27	3	3
28	3	3
29	3	3
30	6	3
31	7	3
32	15	3
33	21	3
34	22	3
35	25	3
36	32	3
37	34	3
38	37	3
39	13	4
40	33	4
41	1	5
42	6	5
43	9	5
44	13	5
45	16	5
46	22	5
47	22	5
48	23	5
49	25	5
50	31	5
51	31	5
52	21	5
53	26	5
54	29	5
55	0	6
56	1	6
57	1	6
58	13	6
59	21	6
60	24	6
61	25	6
62	28	6
63	29	6
64	31	6
65	31	6
66	33	6
67	1	6
68	2	6
69	6	6
70	16	6
71	22	6
72	22	6
73	24	6
74	26	6
75	30	6
76	33	6
77	38	6
78	38	6
79	9	7
80	10	7
81	18	7
82	37	7
83	2	7
84	13	7
85	29	7
86	34	7
87	2	8
88	7	8
89	10	8
90	12	8
91	21	8
92	27	8
93	28	8
94	29	8
95	32	8
96	35	8
97	39	8
98	1	8
99	2	8
100	3	8
101	6	8
102	7	8
103	13	8
104	16	8
105	21	8
106	21	8
107	23	8
108	25	8
109	25	8
110	29	8
111	6	9
112	9	9
113	10	9
114	14	9
115	17	9
116	17	9
117	18	9
118	22	9
119	22	9
120	28	9
121	29	9
122	31	9
123	39	9
124	5	9
125	9	9
126	15	9
127	17	9
128	17	9
129	21	9
130	29	9
131	31	9
132	9	10
133	22	10
134	8	10
135	10	10
136	32	11
137	10	11
138	11	11
139	29	11
140	7	12
141	29	12
142	5	12
143	7	12
144	7	12
145	22	12
146	15	13
147	24	13
148	39	13
149	39	13
150	2	14
151	2	15
152	5	15
153	6	15
154	25	15
155	33	15
156	36	15
157	8	15
158	24	15
159	39	15
160	5	16
161	9	16
162	14	16
163	19	16
164	23	16
165	5	16
166	18	16
167	21	16
168	32	16
169	10	17
170	26	17
171	31	17
172	34	17
173	0	17
174	4	17
175	10	18
176	11	18
177	18	18
178	1	18
179	5	18
180	13	18
181	13	18
182	21	18
183	29	18
184	39	18
185	1	19
186	20	19
187	21	19
188	21	19
189	21	19
190	24	19
191	26	19
192	31	19
193	35	19
194	1	19
195	1	19
196	5	19
197	13	19
198	29	19
199	2	20
