CNA_index	seg_index	subclone_ID	phase	change
0	2	1	A	1
1	0	2	A	1
2	1	2	A	-1
3	9	3	A	-1
4	3	3	B	1
5	7	5	A	1
6	5	5	B	1
7	7	5	B	1
8	8	5	B	-1
9	4	6	A	-1
10	9	6	B	-1
11	0	7	A	1
12	5	7	A	1
13	6	7	A	-1
14	3	8	B	1
15	3	9	A	-1
16	6	9	B	-1
17	8	10	A	-1
18	0	10	B	-1
19	1	10	B	-1
20	2	10	B	1
21	0	12	A	1
22	1	12	B	-1
23	5	13	A	1
24	0	14	A	1
25	3	14	B	1
26	4	14	B	1
27	4	15	A	-1
28	8	16	B	-1
29	0	17	A	1
30	2	17	A	2
31	1	17	B	-1
32	7	17	B	1
33	2	18	A	1
34	3	18	A	-1
35	5	18	A	1
36	4	18	B	1
37	5	18	B	1
38	2	19	B	1
39	4	19	B	1
