CNA_index	seg_index	subclone_ID	phase	change
0	14	1	A	1
1	3	1	B	-1
2	5	1	B	1
3	6	1	B	2
4	7	1	B	-1
5	14	1	B	-1
6	18	1	B	1
7	6	2	B	1
8	14	3	A	1
9	7	4	A	1
10	18	4	B	1
11	11	5	A	1
12	18	5	A	1
13	8	5	B	3
14	19	5	B	1
15	1	7	A	1
16	19	7	A	-1
17	13	7	B	4
18	15	7	B	-1
19	4	8	B	1
20	18	8	B	1
21	7	9	A	1
22	10	9	B	-1
23	11	9	B	1
24	13	10	A	1
25	14	10	A	2
26	2	10	B	-1
27	4	11	A	-1
28	10	11	B	-1
29	11	12	B	1
30	18	13	A	1
31	3	13	B	-1
32	10	14	B	-1
33	17	14	B	1
34	9	15	A	1
35	5	16	B	2
36	2	17	B	-1
37	1	18	B	-1
38	13	19	B	1
39	18	20	B	1
