SSM_index	CNA_index
1	0
1	29
1	38
4	2
5	2
6	7
7	7
8	7
9	34
9	39
11	37
12	37
13	3
14	3
15	4
17	5
17	32
18	5
18	32
19	5
19	32
24	7
25	34
25	39
29	36
30	36
31	36
32	37
34	5
34	32
35	5
35	32
36	5
36	32
37	6
38	31
38	35
39	31
39	35
40	30
42	7
43	7
47	37
49	5
49	32
50	5
50	32
51	32
52	32
53	5
53	32
54	32
55	5
55	32
59	24
60	28
61	25
62	21
76	19
76	23
79	19
87	20
92	24
93	28
94	28
99	21
100	21
101	22
104	26
105	27
106	23
112	24
113	24
114	24
115	24
116	24
117	28
127	25
128	25
129	25
130	25
131	25
135	22
145	25
146	25
172	33
178	34
190	38
194	37
