SSM_index	CNA_index
0	10
0	21
0	32
1	9
1	12
1	14
1	29
1	35
2	4
3	13
4	7
4	33
5	8
5	24
5	39
6	15
6	19
6	30
6	36
8	18
9	8
9	24
9	39
10	15
10	19
10	30
10	36
11	17
11	38
13	8
13	39
14	9
14	12
14	14
15	13
16	13
17	13
18	11
20	37
21	6
22	10
23	7
24	16
25	17
25	38
26	17
26	38
27	9
27	12
27	14
28	9
28	12
28	14
30	13
31	16
32	18
33	8
33	39
34	8
34	39
37	13
39	10
40	16
41	12
41	14
42	15
42	19
43	15
43	19
44	13
46	12
46	14
47	20
48	11
56	14
62	16
70	31
71	24
72	24
73	29
73	35
74	30
74	36
75	30
75	36
76	25
78	28
78	34
79	29
79	35
80	29
80	35
112	29
113	29
114	29
115	29
116	29
117	29
118	30
144	29
146	29
160	34
163	35
166	35
