SSM_index	CNA_index
0	11
0	26
1	12
1	19
2	2
2	7
2	13
2	35
3	28
4	33
4	34
5	4
5	20
5	29
6	17
6	38
7	10
7	37
8	19
9	22
10	22
11	28
12	28
13	28
14	31
14	39
23	9
56	32
57	22
59	24
60	24
61	28
64	33
64	34
65	20
65	29
66	38
67	33
67	34
68	33
68	34
69	38
70	37
71	37
72	33
72	34
75	32
76	32
77	32
80	35
81	35
86	33
86	34
87	33
87	34
88	33
88	34
89	33
89	34
90	33
90	34
93	29
94	29
97	38
98	37
99	37
100	37
101	37
106	33
106	34
107	33
107	34
108	33
108	34
111	39
112	32
116	33
116	34
117	33
117	34
121	35
126	33
126	34
127	34
128	33
128	34
129	33
129	34
130	38
136	36
137	36
144	34
146	34
150	34
151	34
156	38
157	38
158	38
159	39
160	37
161	37
162	37
163	37
164	37
173	39
