CNA_index	seg_index	subclone_ID	phase	change
0	32	1	A	-1
1	2	1	B	1
2	10	1	B	1
3	1	2	B	-1
4	10	2	B	3
5	8	3	B	1
6	9	3	B	1
7	7	4	A	1
8	8	4	B	1
9	10	4	B	1
10	34	4	B	1
11	4	5	B	1
12	5	6	A	2
13	28	6	A	1
14	23	6	B	2
15	26	6	B	-1
16	35	6	B	1
17	13	7	A	1
18	5	7	B	4
19	6	7	B	1
20	29	7	B	1
21	4	9	B	2
22	9	9	B	1
23	21	9	B	-1
24	32	9	B	-1
25	33	9	B	1
26	10	10	A	2
27	27	10	B	2
28	37	12	A	2
29	5	12	B	4
30	25	12	B	1
31	11	13	A	1
32	23	13	A	1
33	4	16	A	1
34	15	16	A	1
35	27	16	B	1
36	24	17	B	1
37	3	19	A	-1
38	9	20	B	1
39	32	20	B	-1
