SSM_index	CNA_index
0	4
0	15
0	20
1	16
2	5
2	31
2	36
3	0
3	1
3	21
3	27
3	34
4	0
4	1
4	21
4	27
4	34
5	2
5	28
5	38
6	30
7	30
8	8
8	35
10	24
11	24
13	17
13	33
16	9
16	23
16	29
17	9
17	23
17	29
18	9
18	23
18	29
19	4
19	20
21	38
22	38
23	30
24	22
24	39
25	8
25	35
28	9
28	23
29	30
30	39
37	10
42	14
59	38
60	38
61	30
62	33
65	25
66	25
67	25
70	26
71	26
74	18
75	18
78	24
79	25
80	26
82	29
91	27
103	27
104	28
121	38
122	38
123	38
124	37
125	39
131	36
132	36
134	34
136	38
137	38
138	38
139	38
140	39
141	39
142	39
143	39
170	38
172	38
173	38
