SSM_index	seg_index	subclone_ID
0	3	1
1	6	1
2	7	1
3	1	1
4	7	1
5	8	2
6	0	3
7	3	3
8	5	3
9	6	3
10	7	3
11	3	3
12	3	3
13	7	3
14	8	3
15	0	4
16	0	4
17	6	4
18	6	4
19	6	4
20	2	4
21	6	4
22	2	5
23	3	5
24	4	5
25	5	5
26	6	5
27	6	5
28	7	5
29	0	6
30	3	6
31	5	6
32	6	6
33	6	6
34	3	6
35	6	6
36	0	7
37	0	7
38	0	7
39	2	7
40	2	7
41	2	7
42	2	7
43	3	7
44	4	7
45	5	7
46	5	7
47	5	7
48	6	7
49	6	7
50	6	7
51	7	7
52	7	7
53	7	7
54	7	7
55	1	7
56	1	7
57	1	7
58	1	7
59	1	7
60	1	7
61	2	7
62	2	7
63	3	7
64	3	7
65	3	7
66	3	7
67	5	7
68	6	7
69	8	7
70	8	7
71	0	8
72	2	8
73	2	8
74	3	8
75	4	8
76	4	8
77	4	8
78	4	8
79	4	8
80	5	8
81	5	8
82	5	8
83	5	8
84	5	8
85	5	8
86	5	8
87	5	8
88	6	8
89	6	8
90	6	8
91	7	8
92	7	8
93	7	8
94	1	8
95	1	8
96	1	8
97	3	8
98	3	8
99	3	8
100	3	8
101	3	8
102	3	8
103	5	8
104	6	8
105	8	8
106	8	8
107	5	9
108	6	9
109	1	9
110	1	9
111	8	9
112	5	10
113	6	10
114	6	10
115	1	10
116	1	10
117	5	10
118	8	10
119	0	11
120	0	11
121	3	11
122	3	11
123	4	11
124	9	11
125	9	11
126	1	11
127	3	11
128	3	11
129	5	11
130	8	11
131	0	12
132	5	12
133	5	12
134	5	12
135	3	12
136	1	13
137	7	14
138	1	14
139	0	15
140	0	15
141	3	15
142	4	15
143	5	15
144	5	15
145	9	15
146	1	15
147	1	15
148	5	15
149	5	15
150	5	15
151	6	15
152	7	15
153	5	16
154	3	16
155	3	17
156	3	17
157	4	17
158	4	17
159	5	17
160	5	17
161	5	17
162	6	17
163	7	17
164	7	17
165	9	17
166	1	17
167	5	17
168	0	18
169	0	18
170	3	18
171	3	18
172	4	18
173	4	18
174	5	18
175	6	18
176	6	18
177	7	18
178	7	18
179	7	18
180	9	18
181	9	18
182	1	18
183	5	18
184	5	18
185	3	19
186	5	19
187	6	19
188	7	19
189	0	20
190	0	20
191	0	20
192	3	20
193	3	20
194	9	20
195	3	20
196	5	20
197	5	20
198	6	20
199	6	20
