CNA_index	seg_index	subclone_ID	phase	change
0	9	1	A	-1
1	3	1	B	-1
2	20	2	A	-1
3	4	3	A	1
4	24	3	B	-1
5	2	4	A	-1
6	23	4	A	1
7	31	4	A	1
8	12	4	B	-1
9	36	5	B	1
10	3	6	A	1
11	17	6	A	-1
12	22	6	A	3
13	37	6	A	1
14	35	6	B	1
15	4	7	A	1
16	33	7	A	1
17	36	7	A	-1
18	23	7	B	1
19	18	9	A	1
20	27	9	A	1
21	26	10	A	-1
22	27	10	A	1
23	38	10	A	1
24	0	10	B	2
25	26	10	B	-1
26	13	12	A	-1
27	20	12	B	1
28	31	12	B	1
29	17	15	B	3
30	3	17	A	1
31	7	17	A	-1
32	22	17	A	1
33	29	17	A	-1
34	7	17	B	1
35	11	18	A	-1
36	17	18	A	-1
37	27	19	B	1
38	36	19	B	1
39	35	20	A	2
