CNA_index	seg_index	subclone_ID	phase	change
0	22	2	A	1
1	20	2	B	3
2	22	2	B	1
3	38	2	B	1
4	20	3	A	-1
5	34	3	A	2
6	35	4	A	-1
7	14	4	B	-1
8	0	5	A	-1
9	3	5	A	1
10	22	5	A	1
11	27	5	A	1
12	33	5	A	2
13	22	5	B	1
14	23	5	B	1
15	2	6	A	1
16	32	6	A	-1
17	6	7	A	1
18	0	7	B	7
19	3	7	B	1
20	8	8	A	1
21	37	8	B	1
22	35	10	A	-1
23	19	10	B	1
24	26	11	A	2
25	8	12	A	1
26	18	14	A	1
27	3	14	B	2
28	16	15	A	1
29	18	15	A	1
30	19	15	A	1
31	38	15	A	2
32	8	15	B	1
33	30	16	A	-1
34	28	17	A	1
35	28	18	A	2
36	16	19	A	1
37	2	20	A	1
38	4	20	A	-1
39	22	20	A	1
