CNA_index	seg_index	subclone_ID	phase	change
0	8	1	A	1
1	9	1	A	1
2	15	1	A	1
3	19	1	A	-1
4	17	1	B	-1
5	1	5	A	1
6	7	5	A	-1
7	10	5	A	1
8	15	5	A	1
9	5	6	A	1
10	6	7	A	-1
11	15	8	A	1
12	16	8	A	2
13	18	9	A	-1
14	9	10	A	1
15	15	11	A	1
16	4	11	B	1
17	12	11	B	1
18	9	13	A	1
19	15	13	A	1
20	16	13	A	1
21	1	15	A	1
22	5	15	A	1
23	9	15	A	1
24	18	15	A	-1
25	10	15	B	1
26	16	16	A	1
27	8	16	B	2
28	2	17	A	-1
29	1	17	B	-1
30	12	17	B	2
31	18	17	B	-1
32	16	18	A	1
33	15	18	B	1
34	15	19	A	1
35	4	20	A	-1
36	13	20	A	-1
37	15	20	A	1
38	11	20	B	-1
39	12	20	B	3
