SSM_index	CNA_index
0	19
1	13
2	22
3	23
4	23
5	35
6	1
6	4
6	36
6	38
7	17
8	10
9	10
10	33
11	30
12	19
13	3
13	7
13	32
13	34
14	28
15	13
16	13
17	9
18	9
19	17
20	11
20	15
20	24
20	26
21	11
21	15
21	24
21	26
22	13
23	22
24	35
25	36
25	38
26	18
28	19
29	19
30	19
31	20
31	31
31	37
32	20
32	31
32	37
33	6
33	20
33	31
33	37
34	12
35	12
36	28
37	22
38	23
39	23
40	23
41	35
42	17
43	18
44	18
45	33
46	11
46	15
46	24
46	26
47	32
47	34
48	13
49	22
50	17
51	15
51	24
51	26
52	30
53	19
54	19
55	13
56	14
56	16
56	21
56	25
56	27
56	29
56	39
57	14
57	16
57	21
57	25
57	27
57	29
57	39
58	22
59	23
60	23
61	23
62	35
63	35
64	36
64	38
67	18
71	33
72	33
73	33
74	33
75	15
75	24
75	26
76	30
77	19
78	32
78	34
79	32
79	34
80	24
80	26
81	19
82	19
83	32
83	34
84	28
85	23
86	33
87	19
88	20
88	31
88	37
89	36
89	38
92	30
93	32
93	34
94	32
94	34
95	28
96	21
96	25
96	27
96	29
96	39
97	21
97	25
97	27
97	29
97	39
98	21
98	25
98	27
98	29
98	39
99	21
99	25
99	27
99	29
99	39
100	35
101	35
102	36
102	38
103	36
103	38
105	33
106	33
107	24
107	26
108	24
108	26
109	25
109	27
109	29
109	39
111	33
112	31
112	37
113	31
113	37
114	31
114	37
115	32
115	34
116	35
117	36
117	38
120	33
121	26
122	30
123	30
124	31
124	37
125	31
125	37
126	31
126	37
127	32
127	34
128	32
128	34
129	32
129	34
130	27
130	29
130	39
131	29
131	39
132	29
132	39
133	29
133	39
134	27
134	29
134	39
135	29
135	39
136	35
137	35
138	35
139	35
140	35
141	36
141	38
156	33
160	30
161	30
162	30
163	30
164	31
164	37
165	32
165	34
166	35
167	36
167	38
169	33
172	35
175	37
176	37
177	34
178	34
179	39
186	35
187	35
188	36
188	38
190	34
193	39
194	38
198	39
